Text,Type
สั่งรอบ2ค่อนข้างผิดหวังมากๆ,neg
สั่งรอบที่สองแล้วค่ะ ชอบค่ะ หอม เข้มข้น,pos
สั่งรอบสองคะชอบ,pos
สั่งรอบสองจ้า ที่บ้านชอบ,pos
สั่งวันจันทร์บ่ายๆได้วันพุธเลย,pos
สั่งสีขาวพื้นเทาแต่ได้ขาวล้วน,neg
สั่งสีดำได้สีเนื้อค่ะ,neg
สั่งหลายรอบแล้ว แต่มาผิดหวังรอบนี้,neg
สั่งหลายรอบแล้ว ส่งของไว  ,pos
สั่งหลายรอบแล้วค่ะ อร่อยมากกกกก ,pos
สั่งหลายรอบมากกกกกกกกก ไว้จะมาสั่งอีกค่ะ ,pos
สั่งอย่างหนึ่งได้อย่างหนึ่ง ,neg
สั่งอีกแน่อนจ้า,pos
สากๆยังไงไม่รู้คะ,neg
สำหรับเราไม่ค่อยโอ,neg
สำหรับเรามันไม่ค่อยอร่อย ,neg
สำหรับคนที่จะสั่งมาขายแหล่งขาย 25 ลูกได้สบายค่ะ,pos
สำหรับผมกะปิกลิ่นมันออกไปทางเหม็นมากกว่าหอมครับ  ,neg
สำหรับผมหวานไปครับ รวมๆๆแล้วไม่อร่อยเลย,neg
"สินค้า แพ้กส่ง มาอย่างดี 
",pos
สินค้าแพ็ค​กันกระแทก​มาอย่างดี​ ลองเปิดดมและชิมดู หอมมากครับ วันนี้​จะลองทำข้าวคลุก​กะปิ​ครับ,pos
สินค้าแพคดีมาก,pos
สินค้าแย่มาๆๆๆๆ,neg
สินค้าได้เร็ว คุณภาพสินค้าดีค่ะ,pos
สินค้าไม่เต็มกระปุก,neg
สิ้นค้าไม่เหมือนกัน,neg
สินค้าไม่ได้ตามที่สั่ง ,neg
สินค้าไม่ตรงกับที่สั่ง ,neg
สินค้าไม่มี อย. ไม่ระบุวันหมดอายุ,neg
สินค้าคุณภาพโอเคเหมาะสมกับราคา,pos
สินค้าคุณภาพดี เป็นล๊อตใหม่ ,pos
สินค้าคุณภาพดีทุกอย่าง เป็นของใหม่เลย ไม่มีกลิ่นเหม็นอะไรเลย ,pos
สินค้าคุณภาพดีมาก แพ้คสินค้ามาดีมาก ,pos
สินค้าคุณภาพดีมาก ผ้าหนามาก ดีมาก ,pos
สินค้าคุณภาพสมราคา ,pos
สินค้าจัดส่งเร็วดีมาก,pos
สินค้าดี คุ้มค่า คุ้มราคา ส่งเร็วใช้ได้ รสชาติอร่อย  ,pos
สินค้าดี ผ้าดี ส่งเร็ว คุ้มค่าดี,pos
สินค้าดี ส่งเร็วคะ,pos
สินค้าดีนะคะ เข้ากับสีผิวดี,pos
สินค้าดีนะคะสมราคาเลย ,pos
สินค้าดีมากเลยค่ะ ชอบมากค่ะ,pos
สิ้นค้าดีมากคะ การจัดส่งรวดเร็วมาก ,pos
สินค้าดีมากๆเลยครับ      ,pos
สินค้าดีมีคุณภาพค่ะ  ,pos
สินค้าดูเก่าดีค่ะเนื้อผ้าบางเฉียบ,neg
สินค้าดูคุณภาพไม่ดีนะคะ,neg
สินค้าตรงตามที่สั่ง เนื้อผ้าดีมากๆ ,pos
สินค้าตรงตามปกที่ได้ลงโฆษณาไว้ ,pos
สินค้าถุงที่น้ำหนักขาด ขาดเยอะ ,neg
สินค้าที่ได้รับมีคุณภาพดี ,pos
สินค้ามาตรงวันที่แจ้งเลยค่ะ ,pos
สินค้ามีกลิ่นและเหมือนตัวปลาหมึกดำมาก,neg
สินค้ามีกลิ่นหืน ,neg
สินค้ามีตำหนิ ,neg
สินค้ามีตำหนิของเก่า ,neg
"สินค้าสภาพดี 
",pos
สีช้ำกันหลายตัวไม่คละสีให้เลย,neg
สีสันลายสวยคุ้มค่าดี,pos
สุดยอดจริงๆ​ดีมากกกกกกกกกกกกกกกกกกกกกกกกก,pos
หน้าเลยไม่สวย,neg
หนึบและหอมดี อร่อยค่ะ ,pos
หมด แล้ว สั่ง อีก แน่นอน จร้า,pos
หวานเกิ๊น,neg
หวานจัด แป้งสุกไม่ทั่วถึง ,neg
หวานมากกินแทบไม่ลง,neg
ห่อเล็กๆ แกะกินง่ายกว่าห่อใหญ่,pos
ห่อแบบศูนย์ญากาศ ดีมากๆ ราคาไม่แพง ,pos
ห่อไม่ดีเลยกันกระแทกก็ไม่มีค่ะ ,neg
ห่อไม่ดีเลยกันกระแทกก็ไม่มีค่ะ รั่วเลอะเทอะหมดกลิ่นหึ้ง,pos
ห่อบับเบิ้ลมาอย่างดี ประทับใจ,pos
หอม อร่อย หวานน้อย ,pos
"หอม อร่อยมากกกกกก 
",pos
หอมแป้ง หอมมะพร้าว ,pos
หอมน้ำตาล หนึบหนับ ,pos
หอมหวานค่ะ อร่อย ,pos
ห่อมาดี มีกันกระแทก  ,pos
ห่อส่งมาอย่างดี ,pos
หักคะเเนนได้สินค้าซ้ำ,neg
หักคะแนนเพราะส่งสินค้าไม่ครบ ,neg
หีบห่อแน่นหนา ,pos
หีบห่อดีมาก สะอาดน่ารับประทาน ,pos
อบไม่ค่อยแห้งเท่าไหร่ค่ะ,neg
อบไม่ค่อยแห้งเท่าไหร่ค่ะ ,neg
อมน้ำมันไปนิดนึง,neg
อย่าใช้อารมณ์ ใช้สมองคะ,neg
อยากให้เช็คความสะอาดนิดนึงค่ะ,neg
อยากส่งอะไรก้อส่งมา,neg
อย่างน้อยคือควรมิดชิดหน่อยค่ะ ฝากไว้ปรับปรุงแก้ไขด้วยค่ะ,neg
อร่อย ใหม่มากเลย ,pos
อร่อย กรอบ ,pos
อร่อย นุ่มหนึบ ,pos
อร่อย หาทานได้ยาก ,pos
อร่อย ๆๆๆๆ ชอบมาก ค่ะ ไม่ เผ็ดเกิน ไป,pos
อร่อย​ หอม​ เข็มข้นมาก,pos
อร่อยเหมือนเดิม ,pos
อร่อยแปลกๆดี,pos
อร่อยกรอบกอมหวาน เอาดาวไปเลยครับ,pos
อร่อยครับ หยุดทานไม่ได้เรย หอมอร่อย ถูกใจ,pos
อร่อยคะ เค็มกำลังดี กินเฉยๆก็อร่อย,pos
อร่อยค่ะ แฟนชอบมากกกก อุดหนุนอีกแน่นอนจ้าาาาาาาาา ,pos
อร่อยค่ะ....รสชาติเข้มข้น.....แพ้คห่อสินค้ามาอย่างดี,pos
อร่อยค่ะ..ชอบ ใว้จะสั่งอีก,pos
อร่อยคะไม่หวานมาก,pos
อร่อยค่ะหวานกำลังดี,pos
อร่อยคุ้มค่า,pos
อร่อยดี,pos
อร่อยดี ไว้จะสั่งอีก,pos
อร่อยดี กินกับกาแฟดำ เข้ากันดีมาก ,pos
อร่อยดีใช้ได้ซื้อตอนลดราคาถูกมาก,pos
อร่อยดีคะ ไม่เคยกินมาก่อนเลยไม่รุ้ว่าแบบไหนที่อร่อย ,pos
อร่อยดีค่ะ กินเพลินๆ ,pos
อร่อยดีมากคับ  ,pos
อร่อยดีราคาถูก....ส่งไว,pos
อร่อยถูกใจทั้งครอบครัวค่ะ,pos
อร่อยถูกปากกรอบอร่อย ส่งของไวมากๆค่ะ ,pos
อร่อยทั้งปลาหมึกทั้งกุนเชียงค่าาา คอนเฟิร์ม,pos
อร่อยทุกอย่างค่ะ ที่บ้านชอบมาก  ,pos
อร่อยนิ่มไม่เเข็ง ,pos
อร่อยมาก,pos
อร่อยมาก กรอบใหม่ หมดแล้วต้องสั่งอีก ,pos
อร่อยมากเลยค่ะ ไม่ต้องขับรถไปชื้อเองสั่งมาหลายอย่างเลยค่ะ,pos
อร่อยมากกกกกก ส่งไว ของใหม่  ,pos
อร่อยมากกกกกกกกกกกกกกกก กรอบบบบบบบบบบบบบบบบบบบบ,pos
อร่อยมากกกกค่ะ การจัดส่งก็รวดเร็วมากค่ะ ,pos
อร่อยมากค่ะ ส่งไวมาก หมดแล้วจะสั่งอีก,pos
อร่อยมากค่ะ หอมหวาน สุกง่าย ,pos
อร่อยมากจ้า ,pos
อร่อยมากๆชอบๆๆไว้ซื้ออีก,pos
อร่อยสมคำล่ำลือ,pos
อร่อยๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,pos
อ้วนทุกฝัก  เม็ดสวยมาก  ส่งเร็วมาก  เม็ดอวบตึงสดเหมือนไปเก็บเอง,pos
ออกจะแฉะแล้วก็ไม่ค่อยเป็นเม็ดค่ะ,neg
ออกจะแฉะแล้วก็ไม่ค่อยเป็นเม็ดค่ะ,neg
อัธยาศัยดีค่ะ,pos
อันนี้อร่อย ของชอบเลย,pos
อาจจะไม่ถูกปากเท่าไหร่ค่ะ,neg
อินทผาลัมคุณภาพดีค่ะ สะอาด ใหม่,pos
อุส่าแถมสะตอมาให้ด้วยน่ารักมากเลยค่ะ อุดหนุนอีกแน่นอนจ้า,pos
